Account No,Credit,Debit,Credit_to_Debit_Ratio
593338271.0,23070.0,23651.23,0.9754
593503328.0,4620.0,6499.93,0.7108
593930987.0,0.0,4624.75,0.0
596130553.0,20100.0,17243.89,1.1656
596414815.0,24904.0,23452.86,1.0619
597942745.0,8160.0,10421.38,0.783
598254201.0,23000.0,16459.32,1.3974
598326737.0,27372.0,27997.79,0.9776
598679836.0,31858.26,31317.74,1.0173
599377999.0,36960.0,29274.85,1.2625
601343377.0,0.0,3591.83,0.0
602582955.0,8380.0,9684.42,0.8653
602696768.0,4620.0,6108.37,0.7563
603308018.0,25003.0,20032.43,1.2481
604250551.0,23483.0,23247.07,1.0101
604789281.0,49428.0,42431.69,1.1649
605595282.0,37076.63,37015.67,1.0016
606934288.0,0.0,4901.51,0.0
609670640.0,20075.0,22205.51,0.9041
610498049.0,22962.0,24445.4,0.9393
611329387.0,15100.0,15717.66,0.9607
611725249.0,7060.0,7829.23,0.9017
612995982.0,30653.0,29908.97,1.0249
613881107.0,0.0,2899.36,0.0
614118993.0,16840.0,18922.16,0.89
615000384.0,29129.1,23776.21,1.2251
615620138.0,8500.0,8461.04,1.0046
615841733.0,8400.0,8384.36,1.0019
616859189.0,22640.0,22746.53,0.9953
619060988.0,22110.0,23389.39,0.9453
619561188.0,31777.2,31107.42,1.0215
619971616.0,19152.0,21063.6,0.9092
620248116.0,21828.0,20364.41,1.0719
620798190.0,0.0,1252.36,0.0
621542680.0,20890.0,20137.5,1.0374
623153278.0,18425.0,17206.36,1.0708
624186151.0,18766.0,18850.9,0.9955
626193247.0,5250.0,6388.91,0.8217
628498691.0,7830.0,10316.43,0.759
628700517.0,25490.0,15655.1,1.6282
628781126.0,0.0,3591.22,0.0
628866686.0,27600.0,20846.06,1.324
628962955.0,24070.0,24036.49,1.0014
629419118.0,7480.0,9237.87,0.8097
630626295.0,9600.0,9301.61,1.0321
631187989.0,33240.0,25571.69,1.2999
631881921.0,0.0,4437.86,0.0
632577945.0,20100.0,13200.78,1.5226
632755021.0,15230.0,12972.39,1.174
633094830.0,34440.0,26751.2,1.2874
633315674.0,22999.2,23693.02,0.9707
634167952.0,21390.0,23292.14,0.9183
638269490.0,18766.0,21411.38,0.8764
638508173.0,29330.0,26359.97,1.1127
641109482.0,22916.3,22135.06,1.0353
641303771.0,20100.0,20208.96,0.9946
641846557.0,34380.0,34365.64,1.0004
644570466.0,0.0,4373.33,0.0
645636383.0,37500.0,25739.65,1.4569
646268650.0,6360.0,7921.06,0.8029
647427126.0,0.0,691.32,0.0
648531422.0,7440.0,8646.85,0.8604
648685081.0,17880.0,18117.52,0.9869
649002949.0,29129.1,22164.57,1.3142
649895501.0,31212.0,28609.15,1.091
650034947.0,30060.0,25085.84,1.1983
650917633.0,30580.0,29163.68,1.0486
651195724.0,34099.92,28368.68,1.202
651515518.0,21996.0,20740.01,1.0606
651594010.0,3240.0,6044.61,0.536
652147065.0,40656.0,33528.82,1.2126
652256250.0,420.0,3597.94,0.1167
652856294.0,0.0,4011.96,0.0
653253791.0,20100.0,19394.89,1.0364
653261942.0,16500.0,18572.19,0.8884
654686503.0,36960.0,28004.35,1.3198
655590815.0,26560.0,25912.02,1.025
655875079.0,2780.0,4618.44,0.6019
657115027.0,27500.0,28150.78,0.9769
658145110.0,19441.2,18374.8,1.058
659715918.0,16984.0,17646.29,0.9625
662631596.0,18766.0,17168.92,1.093
663173760.0,13820.0,15281.93,0.9043
663242837.0,18766.0,22556.9,0.8319
663636368.0,20055.0,21130.94,0.9491
664800121.0,21373.0,17655.25,1.2106
666095424.0,4800.0,7418.5,0.647
666322536.0,9560.0,10477.37,0.9124
668013613.0,18470.0,17466.13,1.0575
668509682.0,33880.0,31189.44,1.0863
669171163.0,37500.0,34322.07,1.0926
670993859.0,4620.0,9296.91,0.4969
672090909.0,20100.0,20171.87,0.9964
672503491.0,30085.0,25847.24,1.164
672527288.0,18425.0,20062.33,0.9184
672714995.0,28050.0,15836.06,1.7713
673238810.0,31140.0,23097.59,1.3482
674608984.0,18425.0,18941.01,0.9728
674666794.0,0.0,3755.87,0.0
674816020.0,18425.0,22909.53,0.8043
675080807.0,20267.5,18886.9,1.0731
675469409.0,33498.0,33539.54,0.9988
675923296.0,20267.5,14249.16,1.4224
676056571.0,18425.0,15742.11,1.1704
676253980.0,17070.0,19193.59,0.8894
677667959.0,0.0,2111.95,0.0
678177539.0,19668.0,17391.24,1.1309
679881833.0,33360.0,33994.05,0.9813
680269090.0,5040.0,5921.51,0.8511
680904354.0,31224.0,30096.13,1.0375
681051581.0,22151.2,23184.48,0.9554
682415574.0,31570.0,28116.12,1.1228
685080944.0,45837.0,38594.48,1.1877
685847244.0,9850.0,10400.17,0.9471
687517818.0,20100.0,20477.61,0.9816
687942160.0,18425.0,18813.4,0.9794
688602452.0,8950.0,11230.51,0.7969
689352974.0,33396.0,22396.57,1.4911
689472634.0,33396.0,32564.59,1.0255
690218272.0,22231.0,17850.01,1.2454
690660436.0,31800.0,33414.61,0.9517
690984847.0,20100.0,19956.53,1.0072
691412221.0,16440.0,19507.39,0.8428
691709877.0,7730.0,8436.02,0.9163
691894546.0,34099.92,24653.82,1.3831
692098867.0,27324.0,19577.59,1.3957
692540609.0,10410.0,12638.41,0.8237
692647797.0,17520.0,18528.55,0.9456
692919245.0,33360.0,26245.23,1.2711
693667128.0,20100.0,21621.86,0.9296
694285822.0,37500.0,37416.2,1.0022
697667777.0,31777.2,30918.71,1.0278
699722934.0,17556.0,15810.16,1.1104
701627510.0,20100.0,22841.73,0.88
702062068.0,22000.0,18092.0,1.216
702926299.0,0.0,4764.88,0.0
703250304.0,25300.0,21204.7,1.1931
703535881.0,21373.0,18903.91,1.1306
703723732.0,4070.0,5721.99,0.7113
704770024.0,7800.0,10320.32,0.7558
705519819.0,13010.0,14605.93,0.8907
706632676.0,16070.0,17087.8,0.9404
707196419.0,6110.0,8415.21,0.7261
708408130.0,25160.0,21158.81,1.1891
708441243.0,7090.0,7841.9,0.9041
709736026.0,11690.0,12331.98,0.9479
709868628.0,20100.0,22224.92,0.9044
710042126.0,35988.0,29192.69,1.2328
710730502.0,17963.0,18687.05,0.9613
711486603.0,0.0,4038.94,0.0
711925432.0,24795.0,16812.01,1.4748
712088840.0,7530.0,8910.88,0.845
714074171.0,34380.0,23107.03,1.4879
714095860.0,22000.0,18771.43,1.172
715705403.0,18510.0,16771.21,1.1037
717503234.0,17821.1,17257.04,1.0327
717959588.0,18601.1,19788.37,0.94
718514414.0,18832.0,16006.74,1.1765
719185799.0,18510.0,16706.8,1.1079
720803476.0,37053.0,35432.25,1.0457
721583573.0,0.0,3917.76,0.0
722099553.0,22231.0,10483.39,2.1206
722223895.0,20100.0,17495.49,1.1489
723201955.0,16995.0,19848.27,0.8562
724400109.0,20100.0,21212.47,0.9476
724795086.0,17424.0,17324.11,1.0058
725517709.0,22506.0,25530.52,0.8815
725614425.0,32196.0,27600.56,1.1665
726302171.0,18580.0,22057.67,0.8423
726347095.0,29634.0,26107.34,1.1351
728769448.0,4920.0,6415.52,0.7669
728856745.0,19095.12,20179.15,0.9463
729165779.0,32098.0,23707.98,1.3539
732968226.0,18425.0,19111.68,0.9641
733071806.0,31444.0,33545.71,0.9373
733319117.0,35640.0,31253.38,1.1404
734605178.0,20009.0,20534.32,0.9744
734680231.0,26520.0,26306.27,1.0081
735559105.0,14810.0,14531.02,1.0192
736069429.0,7990.0,9835.66,0.8124
736619550.0,37596.0,35804.98,1.05
737232390.0,26520.0,26855.35,0.9875
740348731.0,32989.0,22007.61,1.499
740666748.0,30000.0,19933.29,1.505
740923060.0,0.0,4235.36,0.0
744100127.0,23316.0,25434.24,0.9167
745642091.0,23185.0,23573.3,0.9835
746282817.0,20196.0,21181.79,0.9535
747064579.0,35004.0,26612.58,1.3153
747678205.0,23400.0,25259.69,0.9264
747719815.0,33880.0,33282.46,1.018
749078858.0,5040.0,5319.75,0.9474
751045501.0,28552.0,25536.56,1.1181
751305027.0,4620.0,5253.17,0.8795
751596966.0,19500.0,21285.19,0.9161
752255048.0,0.0,732.5,0.0
752656158.0,26190.0,26335.73,0.9945
753100921.0,34489.0,33152.64,1.0403
753308274.0,19152.0,19345.73,0.99
754693414.0,16800.0,18363.73,0.9148
758150141.0,12480.0,13885.55,0.8988
759252842.0,10420.0,12979.18,0.8028
759616295.0,24252.0,19225.6,1.2614
759924996.0,14680.0,15555.6,0.9437
760187031.0,35618.0,25265.68,1.4097
760833079.0,22908.0,21561.61,1.0624
760855460.0,25650.0,25218.03,1.0171
761114593.0,31212.0,24190.43,1.2903
761247453.0,20100.0,21900.34,0.9178
761253377.0,0.0,4377.46,0.0
762666047.0,18216.0,20873.76,0.8727
763247953.0,32098.0,22521.4,1.4252
763880837.0,0.0,822.17,0.0
764439033.0,32496.0,26806.86,1.2122
764682239.0,23790.0,24693.01,0.9634
765617753.0,0.0,2465.01,0.0
766006732.0,7510.0,9718.98,0.7727
766813982.0,17875.0,21077.11,0.8481
767598029.0,27500.0,29003.71,0.9482
767627249.0,0.0,5211.5,0.0
768500196.0,10040.0,12247.97,0.8197
769233997.0,22104.0,20202.08,1.0941
769895195.0,5160.0,7295.53,0.7073
770212067.0,14760.0,16894.71,0.8736
771135426.0,21217.5,21613.55,0.9817
771779383.0,9150.0,11237.07,0.8143
772772049.0,21373.0,21961.14,0.9732
773316603.0,0.0,1109.12,0.0
773503958.0,37133.0,36356.98,1.0213
774729247.0,5560.0,6342.93,0.8766
775012325.0,21000.0,20447.82,1.027
775182841.0,4160.0,6316.45,0.6586
775394167.0,28621.1,17201.22,1.6639
775766893.0,32758.0,33039.66,0.9915
776899595.0,24000.0,25256.08,0.9503
776957785.0,20100.0,20423.14,0.9842
777408491.0,18084.0,12384.85,1.4602
778371663.0,0.0,1184.13,0.0
778735129.0,7440.0,8139.64,0.914
779378159.0,5570.0,7061.63,0.7888
779575942.0,20100.0,20364.08,0.987
780978664.0,20267.5,23446.86,0.8644
781040322.0,33276.0,33342.23,0.998
781197920.0,7060.0,8347.33,0.8458
781854387.0,27500.0,21831.76,1.2596
781863501.0,25212.0,20453.28,1.2327
783081602.0,10320.0,10448.44,0.9877
783287058.0,21373.0,23978.32,0.8913
783731247.0,0.0,1994.07,0.0
785082286.0,19441.2,21324.13,0.9117
785934074.0,20031.0,22029.13,0.9093
786158466.0,0.0,4302.68,0.0
786514302.0,20472.0,23834.47,0.8589
789732435.0,19200.0,21477.95,0.8939
790253866.0,0.0,5062.34,0.0
791021644.0,27192.0,23476.81,1.1582
791770627.0,20267.5,19693.18,1.0292
792878998.0,18832.0,17570.28,1.0718
793069740.0,33360.0,30326.36,1.1
796830369.0,8040.0,9757.99,0.8239
798860594.0,18766.0,21493.23,0.8731
799681463.0,0.0,2065.51,0.0
799775539.0,4950.0,6674.92,0.7416
800434780.0,29400.0,20832.58,1.4113
800671305.0,18425.0,17569.09,1.0487
801576534.0,24504.0,22781.65,1.0756
801635676.0,17821.1,16859.71,1.057
802155673.0,33480.0,24374.74,1.3736
802375673.0,19008.0,20753.47,0.9159
802601601.0,27192.0,28889.35,0.9412
804017769.0,30580.0,25252.59,1.211
804895305.0,18855.0,22425.01,0.8408
805450086.0,12210.0,12612.69,0.9681
805651493.0,30104.0,30039.25,1.0022
805819312.0,18425.0,21354.17,0.8628
806158699.0,17875.0,18182.05,0.9831
806265527.0,20030.0,22032.21,0.9091
807503504.0,17167.5,17265.07,0.9943
807663317.0,7370.0,9126.67,0.8075
807900888.0,20915.0,15012.7,1.3932
809234749.0,22999.2,22297.61,1.0315
810581829.0,20267.5,20377.98,0.9946
810645922.0,11120.0,11356.05,0.9792
810766016.0,34386.0,29351.8,1.1715
810938283.0,20330.0,17726.65,1.1469
811639289.0,20472.0,21361.88,0.9583
812416264.0,22090.0,15615.66,1.4146
812626271.0,14260.0,14527.03,0.9816
813023859.0,19441.2,15578.75,1.2479
813053727.0,4400.0,5715.97,0.7698
813152977.0,0.0,6149.94,0.0
813633136.0,0.0,3773.5,0.0
814376547.0,17424.0,18609.97,0.9363
814404385.0,18510.0,18527.12,0.9991
814947941.0,12540.0,14126.92,0.8877
815181491.0,20075.0,22801.87,0.8804
816185061.0,27500.0,26350.59,1.0436
816651153.0,20267.5,22113.93,0.9165
816734070.0,34150.0,34578.63,0.9876
816923045.0,14660.0,16178.68,0.9061
817100146.0,6840.0,6632.62,1.0313
817681772.0,5760.0,8057.38,0.7149
819148176.0,20196.0,21882.14,0.9229
819158508.0,23890.0,23281.19,1.0262
820604194.0,2510.0,4722.85,0.5315
820891109.0,16995.0,20386.27,0.8336
821085860.0,25630.0,26656.29,0.9615
821273718.0,20267.5,23374.01,0.8671
821937867.0,9160.0,9188.84,0.9969
822803172.0,20472.0,22288.12,0.9185
823289985.0,27520.0,27498.16,1.0008
823403038.0,20100.0,22485.61,0.8939
823564078.0,2600.0,5219.54,0.4981
823877903.0,7260.0,8747.35,0.83
824793161.0,31410.0,31936.7,0.9835
827116807.0,30600.0,30460.18,1.0046
827600849.0,20472.0,20597.45,0.9939
827843527.0,17941.1,20241.16,0.8864
829891994.0,20490.0,21170.73,0.9678
829906314.0,7800.0,7888.89,0.9887
830098871.0,25184.0,26167.68,0.9624
831162916.0,20472.0,21425.79,0.9555
833173474.0,34440.0,33975.45,1.0137
833266559.0,18943.0,19654.62,0.9638
834728968.0,7190.0,8457.0,0.8502
835778933.0,21082.6,19454.47,1.0837
835959029.0,31212.0,28658.4,1.0891
836937885.0,0.0,3409.21,0.0
837307143.0,52569.0,48026.53,1.0946
837669701.0,13681.8,15880.32,0.8616
837887043.0,33880.0,25886.86,1.3088
838207405.0,20100.0,20987.77,0.9577
838259778.0,41250.0,34084.83,1.2102
839964633.0,31224.0,25507.7,1.2241
840211125.0,17424.0,20862.91,0.8352
840446641.0,20328.0,24905.03,0.8162
841124932.0,13910.0,15433.97,0.9013
842433412.0,32670.0,28758.61,1.136
842877794.0,0.0,1494.04,0.0
843079604.0,13880.0,12981.78,1.0692
843604391.0,50.0,3246.15,0.0154
844488626.0,18645.0,20677.78,0.9017
846060772.0,37053.0,26869.91,1.379
846243641.0,500.0,5507.16,0.0908
846514308.0,300.0,5442.27,0.0551
849210127.0,30503.0,24457.88,1.2472
849821756.0,19500.0,20447.52,0.9537
850988316.0,12020.0,12698.29,0.9466
852404324.0,20.0,4263.58,0.0047
852728869.0,5040.0,7348.12,0.6859
853290175.0,4590.0,5546.84,0.8275
854683795.0,20009.0,21375.79,0.9361
854800350.0,18425.0,21755.29,0.8469
854825133.0,18445.0,19862.51,0.9286
855774662.0,27600.0,26900.07,1.026
855948313.0,25234.0,18662.9,1.3521
856246501.0,5250.0,7419.56,0.7076
857587545.0,22410.0,25331.96,0.8847
859554263.0,0.0,4911.33,0.0
859887539.0,18425.0,20060.21,0.9185
860843460.0,20100.0,17340.83,1.1591
860853383.0,0.0,3355.72,0.0
861049950.0,23250.0,24002.09,0.9687
862172352.0,20900.0,17122.52,1.2206
862948916.0,0.0,3904.08,0.0
863074374.0,2400.0,5335.65,0.4498
863367862.0,39996.0,35488.2,1.127
863592835.0,20328.0,20778.57,0.9783
863827085.0,2230.0,4454.98,0.5006
867897303.0,21020.0,23382.1,0.899
869211430.0,10610.0,11664.22,0.9096
869241711.0,19961.2,17013.57,1.1733
869274152.0,20100.0,22480.15,0.8941
869979958.0,1270.0,5007.02,0.2536
870763317.0,34373.79,27741.46,1.2391
871548824.0,10510.0,12609.47,0.8335
871592713.0,25300.0,16783.66,1.5074
871803650.0,22999.2,21659.28,1.0619
873371936.0,27276.0,28876.4,0.9446
873394619.0,0.0,3649.01,0.0
873944218.0,30472.0,29714.71,1.0255
874106363.0,20267.5,16937.51,1.1966
875552922.0,35283.88,25877.42,1.3635
875678398.0,12530.0,14963.73,0.8374
876739873.0,30890.0,31725.66,0.9737
877919607.0,20100.0,22592.68,0.8897
878836763.0,18846.0,21953.63,0.8584
879238971.0,20100.0,17419.51,1.1539
879618727.0,20160.0,21700.21,0.929
879727755.0,18832.0,20346.87,0.9255
880468033.0,19826.0,16409.54,1.2082
880485445.0,25212.0,14638.83,1.7223
881622222.0,21773.0,22381.58,0.9728
882044657.0,8390.0,10200.51,0.8225
882836472.0,26125.0,20945.01,1.2473
883508029.0,0.0,4333.83,0.0
884611991.0,14217.0,18809.41,0.7558
887557579.0,30108.0,29672.8,1.0147
887967131.0,20810.0,25539.51,0.8148
888317956.0,20196.0,21790.49,0.9268
888452243.0,19441.2,14813.15,1.3124
889049484.0,0.0,2525.85,0.0
890726241.0,18425.0,17729.09,1.0393
891173928.0,45000.0,41203.66,1.0921
891188218.0,14690.0,16900.22,0.8692
891229151.0,17090.0,17864.17,0.9567
891467297.0,25223.0,22481.2,1.122
891740453.0,13430.0,13523.23,0.9931
891752640.0,18832.0,20925.4,0.9
893309067.0,32098.0,23922.71,1.3417
893525586.0,18425.0,22959.75,0.8025
893687167.0,26240.0,27891.14,0.9408
893840914.0,14157.0,20240.27,0.6994
894408023.0,30000.0,30430.13,0.9859
894948272.0,32868.0,23783.19,1.382
896356673.0,3520.0,5071.43,0.6941
897349695.0,0.0,5078.79,0.0
899766977.0,7370.0,9330.12,0.7899
901157835.0,39062.0,36206.78,1.0789
902316336.0,20328.0,21412.56,0.9493
902562472.0,0.0,3268.71,0.0
904869298.0,24000.0,19316.79,1.2424
904893437.0,52569.0,45695.1,1.1504
905298675.0,35004.0,34430.18,1.0167
905406126.0,0.0,5150.9,0.0
905425866.0,32098.0,30403.29,1.0557
905973838.0,16680.0,18839.19,0.8854
907706656.0,20100.0,19128.01,1.0508
909583105.0,22506.0,19950.11,1.1281
910128103.0,6960.0,8831.52,0.7881
910433071.0,0.0,2938.8,0.0
910782420.0,0.0,2292.28,0.0
911650311.0,25896.0,18701.01,1.3847
911709365.0,19106.12,16264.25,1.1747
912169201.0,24000.0,26780.08,0.8962
914534742.0,5040.0,4915.25,1.0254
914784083.0,13640.0,16793.18,0.8122
916149679.0,0.0,4123.86,0.0
916966616.0,30858.0,26818.98,1.1506
917021497.0,33880.0,29270.88,1.1575
918208255.0,27800.0,32236.86,0.8624
919363674.0,17297.5,16948.88,1.0206
922218750.0,27192.0,26081.53,1.0426
922692378.0,24999.6,20771.75,1.2035
923368561.0,20100.0,20324.64,0.9889
924174153.0,9020.0,10938.09,0.8246
924379054.0,25234.0,20874.09,1.2089
924472758.0,23503.0,16881.24,1.3923
926760879.0,2680.0,5317.98,0.504
927808355.0,20100.0,22080.74,0.9103
930019198.0,20100.0,20923.43,0.9606
930201193.0,21890.0,15785.96,1.3867
930228165.0,30613.0,24547.73,1.2471
932409619.0,18766.0,19955.04,0.9404
933460563.0,23200.0,24672.85,0.9403
934288742.0,30580.0,22331.18,1.3694
935013933.0,18445.0,21742.12,0.8484
935138653.0,4520.0,4990.33,0.9058
935323345.0,25245.0,21791.05,1.1585
935957681.0,22000.0,21693.21,1.0141
936741679.0,18865.0,19054.9,0.99
937850922.0,11880.0,14311.64,0.8301
938268011.0,17160.0,18923.19,0.9068
938336889.0,20163.0,17685.23,1.1401
939341870.0,20100.0,20283.27,0.991
942765449.0,20100.0,13597.2,1.4782
943747107.0,35004.0,27908.5,1.2542
944773378.0,34325.25,26318.39,1.3042
945080400.0,17821.1,19372.53,0.9199
945093843.0,22272.0,23559.0,0.9454
945182619.0,16080.0,17668.85,0.9101
945776702.0,4180.0,6197.76,0.6744
946922971.0,18425.0,19987.94,0.9218
948719966.0,33360.0,27285.73,1.2226
949482734.0,24252.0,20043.16,1.21
949690868.0,25223.0,24449.2,1.0316
950018046.0,7700.0,10363.06,0.743
950524474.0,18590.0,17071.39,1.089
951790490.0,21450.0,19361.19,1.1079
952609703.0,34375.0,22918.21,1.4999
955648987.0,0.0,1438.92,0.0
956575159.0,32082.6,24948.78,1.2859
956862005.0,32098.0,25547.67,1.2564
961138294.0,19441.2,22566.78,0.8615
961753789.0,20472.0,22187.68,0.9227
961900114.0,4620.0,6693.96,0.6902
962017436.0,14210.0,14637.96,0.9708
963282046.0,39996.0,40201.2,0.9949
963476846.0,19441.2,19485.27,0.9977
963900824.0,19441.2,18788.41,1.0347
964427699.0,41296.0,42208.25,0.9784
964958844.0,0.0,1762.59,0.0
965486015.0,17424.0,14756.38,1.1808
965981004.0,22110.0,24168.8,0.9148
966135609.0,18425.0,21134.31,0.8718
966531493.0,7370.0,8910.13,0.8271
970100089.0,20574.0,21334.2,0.9644
971232081.0,20900.0,21447.48,0.9745
971294384.0,5170.0,7129.65,0.7251
971700926.0,0.0,4393.32,0.0
972787149.0,670.0,6724.93,0.0996
973035338.0,250.0,4410.71,0.0567
973188679.0,12930.0,15474.34,0.8356
973543534.0,8800.0,10567.53,0.8327
974344564.0,30000.0,30759.28,0.9753
975535052.0,24252.0,23134.87,1.0483
976424230.0,0.0,3984.48,0.0
977301185.0,41250.0,31996.85,1.2892
977612859.0,8030.0,8328.4,0.9642
978440007.0,16995.0,16056.89,1.0584
979036240.0,27000.0,31045.14,0.8697
980223699.0,22455.0,22564.65,0.9951
980751333.0,22000.0,18141.75,1.2127
981553839.0,22462.0,19023.03,1.1808
981696914.0,7820.0,13313.89,0.5874
981893277.0,18766.0,19568.16,0.959
982417443.0,4680.0,5345.3,0.8755
982579651.0,19441.2,17347.64,1.1207
983573018.0,8440.0,9701.92,0.8699
984418404.0,27539.2,24640.18,1.1177
984652930.0,21828.0,24179.74,0.9027
984666034.0,22231.0,21489.12,1.0345
986577456.0,22110.0,22582.81,0.9791
986910751.0,22110.0,17282.38,1.2793
987190316.0,0.0,4263.04,0.0
988743819.0,27192.0,26300.05,1.0339
989649424.0,7150.0,8192.97,0.8727
990438731.0,25300.0,25517.44,0.9915
991462486.0,33889.2,22875.22,1.4815
991509944.0,25586.0,27364.21,0.935
992381583.0,20847.5,21570.52,0.9665
992557401.0,4940.0,5986.37,0.8252
995678156.0,21373.0,23400.55,0.9134
996805831.0,20100.0,17941.15,1.1203
997914361.0,0.0,2369.18,0.0
998523058.0,19500.0,19992.53,0.9754
999118642.0,18832.0,18611.4,1.0119
999280846.0,9400.0,12060.05,0.7794
