Account No,Recency_M1,Frequency_M1,Monetary_M1,Cluster_M1,Recency_M2,Frequency_M2,Monetary_M2,Cluster_M2,Recency_M3,Frequency_M3,Monetary_M3,Cluster_M3,Recency_M4,Frequency_M4,Monetary_M4,Cluster_M4
335135509.0,0,23,-16535.69,0,0,4,-201.92000000000002,4,5,3,-86.50999999999999,5,1,2,-25.380000000000003,0
336069952.0,0,18,-3155.48,4,2,3,-323.49,4,0,5,-421.89000000000004,1,0,6,-614.96,0
337111704.0,1,8,-209.99,4,1,2,-195.95999999999998,4,0,3,-85.53,1,3,1,-165.04,0
337347153.0,0,29,-15544.29,0,0,10,-139.34,0,0,10,-269.07,2,0,4,-40.68,0
339010321.0,0,21,-6829.26,0,1,7,-573.28,4,7,2,-103.89,0,1,5,-209.89,0
340335840.0,0,20,20001.47,1,0,9,-143.43,0,1,9,-201.26,2,1,13,-332.52,2
342120095.0,4,9,-223.13,3,0,10,-1612.31,0,1,2,-156.59,1,2,4,-391.58,0
342239685.0,0,21,-12835.86,0,3,2,-66.59,4,0,4,-173.03,1,1,8,327.23,0
343094499.0,0,40,26073.16,1,0,14,-444.68,0,0,9,-508.44,2,0,7,-255.45,0
345270596.0,4,8,-550.6,3,6,2,-71.45,1,3,18,-1470.43,3,2,23,-1368.53,3
345535071.0,0,39,12562.97,5,0,8,-525.12,0,5,11,-1470.55,3,0,5,-161.23999999999998,0
346723703.0,0,26,-11302.05,0,0,2,-221.81,4,5,3,-92.88,5,11,1,-49.42,1
346849410.0,11,3,-121.22,2,0,2,-97.56,4,3,4,-149.53,5,3,2,-101.35,0
347893953.0,0,28,-872.24,0,0,17,-634.03,0,0,15,-529.68,2,0,18,-541.14,2
348320277.0,0,56,-1441.89,5,1,7,-388.51,4,1,5,-213.43,1,0,4,-107.83,0
348857469.0,0,19,-13697.7,0,2,4,-468.71,4,4,3,-152.47,5,2,10,-1373.23,2
348874489.0,0,41,-15395.91,0,0,15,321.29,0,0,15,-174.31,2,0,17,-272.27,2
350245110.0,0,31,19572.72,1,0,14,-359.29,0,0,37,-4367.77,3,0,26,-1760.12,3
351394673.0,0,48,22114.22,1,0,19,-461.18,0,0,26,-841.53,3,0,24,-963.8,3
352451741.0,0,30,-12272.59,0,1,2,-158.49,4,4,2,-128.98,5,0,4,-255.39999999999998,0
352666811.0,0,36,27318.78,1,0,9,-219.99,0,0,10,-433.08000000000004,2,0,10,-311.51,2
354120489.0,0,21,-953.18,4,0,5,-302.22,4,0,4,-399.08,1,1,7,-386.96000000000004,0
355776828.0,0,38,23170.8,1,0,13,-1018.55,0,0,8,-304.71,1,0,10,-433.83,2
356422290.0,0,30,-16232.220000000001,0,3,5,-342.83,4,1,6,-261.87,1,0,7,-422.46,0
356437949.0,1,4,9.650000000000006,4,0,6,-125.58,4,0,9,-1048.56,2,1,3,-159.98,0
358354029.0,0,37,26769.42,1,0,13,-478.12,0,0,17,-561.8000000000001,2,0,20,-575.25,2
358701075.0,6,9,-256.53,3,1,3,-105.14,4,2,2,-24.51,1,9,1,-57.97,1
359997266.0,0,23,-6514.81,0,0,13,-1096.95,0,3,2,-214.7,5,1,3,-177.57,0
361820267.0,0,29,-3284.98,0,0,6,-264.87,4,0,3,-18.490000000000002,1,2,5,-163.14999999999998,0
362216487.0,0,25,-11622.17,0,11,1,-68.81,1,1,2,-183.44,1,2,4,-372.07,0
364430785.0,0,17,-1374.24,4,0,13,-1059.06,0,3,2,-161.88,5,4,2,-257.78000000000003,0
364549181.0,0,34,19679.98,1,2,8,-413.22,4,5,5,-1622.66,5,0,6,-2015.52,2
364781982.0,0,22,-8321.18,0,0,10,-430.61,0,0,7,-343.65,1,1,10,-354.81,2
364982116.0,2,8,-214.22,3,4,2,-41.38,4,6,3,-135.39,5,0,1,-11.1,0
365230805.0,0,37,-11745.1,0,0,3,-146.94,4,0,8,-475.92,2,0,3,-91.94,0
366161125.0,0,18,458.19,4,2,2,-109.9,4,1,8,480.17,1,0,6,-337.53,0
366921691.0,0,36,22854.48,1,0,10,-259.46,0,0,8,-220.45,1,0,12,-357.94,2
368674110.0,0,21,-6357.14,0,0,14,-454.92,0,0,16,-1327.33,3,2,9,-523.27,2
369629735.0,0,37,14957.19,5,1,14,-1049.1799999999998,0,0,6,-128.19,1,1,7,-409.9,0
370181828.0,0,27,-939.47,0,0,17,-1702.02,2,7,4,-253.39000000000001,0,8,1,-128.76,1
371091145.0,0,28,-7112.18,0,1,19,-1321.5,2,0,13,-415.97,2,0,11,-369.65,2
371187871.0,0,26,-8660.43,0,0,15,-453.44,0,0,11,-234.22,2,0,14,-366.82,2
372577592.0,0,32,9688.359999999999,5,1,3,-228.1,4,2,4,-129.99,1,3,6,-324.63,0
373678172.0,3,32,-1945.1299999999999,0,5,2,-23.46,1,11,1,-4.97,0,5,10,-597.92,2
374134348.0,3,36,-1160.8400000000001,0,6,8,-856.2,1,0,4,-179.72,1,3,11,-1403.73,2
374925981.0,1,10,415.64,4,0,6,-443.0,4,1,3,-46.97,1,1,3,-137.89,0
374930663.0,0,48,-7961.66,5,9,2,-111.5,1,1,4,-228.48,1,4,2,-102.00999999999999,0
376357650.0,1,10,-845.09,4,0,1,-259.21,4,8,2,-172.44,0,2,3,-326.59,0
376547994.0,0,26,-11315.81,0,0,14,-1629.25,2,7,9,-408.69,5,1,5,-470.62,0
378609772.0,0,36,-15062.31,0,2,7,-467.63,4,3,2,-216.01000000000002,5,8,2,-247.83,1
380129148.0,0,21,-5784.09,0,0,4,900.83,4,7,2,-198.63,0,2,3,-218.07999999999998,0
380177444.0,0,26,-13513.84,0,0,14,386.74,0,0,20,-1242.58,3,0,16,-421.72,2
380324319.0,0,34,10314.86,5,2,11,-1151.66,0,1,10,-257.77,2,0,9,-442.18,2
382778395.0,2,11,-569.5600000000001,3,2,3,-134.17000000000002,4,3,5,-213.42000000000002,5,0,4,-120.95,0
384133982.0,2,10,2758.21,3,3,5,-125.05,4,3,3,-182.97,5,5,3,-154.52,1
385861694.0,0,16,-502.4,4,0,11,-335.33,0,0,11,-323.18,2,0,18,-1782.08,3
386096851.0,0,41,28271.43,1,0,10,-261.13,0,0,12,-479.13,2,0,11,-270.61,2
386343442.0,0,40,16459.39,5,0,9,-254.91,0,0,18,-445.78999999999996,2,0,12,-307.09,2
386796396.0,0,16,-7416.54,4,0,8,-394.27,4,1,12,-1049.71,2,2,10,-961.29,2
387047241.0,0,12,-658.36,4,8,5,-916.37,1,0,3,-145.82,1,0,3,-232.5,0
387286312.0,0,53,13260.95,5,6,6,-345.47,1,4,18,-1014.01,3,1,27,-2107.93,3
387992266.0,0,27,-15185.039999999999,0,0,9,-225.79999999999998,0,0,10,-364.22,2,0,8,-311.21000000000004,2
388624181.0,0,51,29457.74,1,0,9,-277.13,0,0,11,-280.11,2,0,20,-3034.45,3
389994183.0,0,17,-365.23,4,0,15,-484.11,0,0,10,-228.82000000000002,2,0,10,-590.06,2
390383151.0,0,25,-15436.82,0,4,3,-314.46,4,3,2,-105.82,5,0,6,-547.97,0
390487708.0,0,40,16393.85,5,6,5,-279.43,1,1,4,-280.86,1,0,5,-1779.47,2
390643988.0,3,14,-1637.82,3,4,5,-117.88,4,0,8,-242.17,1,0,18,-1804.7,3
391305592.0,0,32,4823.319999999999,5,1,5,-505.26,4,9,3,-295.66,0,0,3,-194.55,0
392302910.0,4,5,-128.85,3,0,6,-374.75,4,1,15,-2175.82,3,0,5,-220.8,0
393253804.0,0,22,-6376.35,0,3,4,-129.52,4,1,4,-195.43,1,9,1,-33.46,1
394459523.0,0,17,-10493.46,0,0,2,-107.96000000000001,4,3,6,-429.56999999999994,5,10,1,120.0,1
394783207.0,2,12,-1016.88,4,1,13,-1785.66,2,6,6,-353.9,5,7,3,-339.93,1
396287922.0,0,44,19803.89,1,0,14,-753.91,0,0,10,-813.26,2,0,9,-314.02000000000004,2
397633952.0,0,18,-6303.43,4,4,4,-854.5400000000001,4,3,5,-158.99,5,0,11,-1632.06,2
398669730.0,0,25,18100.17,1,1,4,-2051.99,4,6,2,-75.95,5,5,2,-116.61,1
398998336.0,8,4,-67.0,2,0,4,-390.39,4,10,2,-45.230000000000004,0,11,1,-15.98,1
399113270.0,0,18,-1066.59,4,1,4,-71.86,4,0,3,-121.27,1,5,18,-1446.04,3
399373710.0,4,12,-120.68,3,10,2,-99.97,1,3,1,-245.87,5,10,1,-37.99,1
400444391.0,0,19,-5979.07,0,0,12,-1375.01,0,0,8,-596.86,2,0,4,-118.38,0
400532172.0,0,47,11349.06,5,2,16,-1197.99,0,3,8,-372.4,5,2,5,-178.25,0
400856284.0,0,33,-603.19,0,0,10,-382.14,0,4,13,-426.59,2,0,5,-168.07,0
402284713.0,0,26,18455.010000000002,1,0,9,-332.62,0,0,8,-159.97,1,0,9,-1827.96,2
402783181.0,0,15,-8586.97,4,1,3,-244.92000000000002,4,0,3,-155.60000000000002,1,5,5,2256.55,5
403002938.0,0,24,-11028.12,0,10,1,-149.97,1,1,7,-341.81,1,0,8,727.48,0
403152896.0,1,11,-692.53,4,0,4,-257.7,4,1,3,-68.82,1,10,1,-128.58,1
403536848.0,1,24,-1731.19,0,5,8,-623.51,4,0,9,-566.3,2,3,18,-1118.7,3
403553964.0,3,13,-649.27,3,0,3,-202.9,4,1,6,-277.4,1,0,5,-245.59,0
403556752.0,0,39,-12967.13,0,5,6,-311.55,1,2,6,-570.34,1,3,9,-580.15,2
404682931.0,2,40,-1078.3,5,2,7,-743.87,4,4,5,-545.89,5,3,4,-328.89,0
405508646.0,0,17,-6368.63,4,6,3,-154.14000000000001,1,8,3,-285.79,0,4,4,-289.93,0
405830606.0,0,26,4560.01,4,11,1,-49.93,1,4,3,-170.5,5,1,1,-67.97,0
406523589.0,2,15,187.19,4,0,3,-172.48999999999998,4,5,8,-402.73,5,6,22,-3159.1,3
406807170.0,0,29,-12890.93,0,0,11,-309.37,0,0,11,-394.74,2,0,9,-198.27,2
408079524.0,0,32,-8321.56,0,0,10,-341.27,0,0,14,-489.84000000000003,2,0,9,-256.07,2
408104983.0,0,19,-13341.05,0,1,5,-194.3,4,2,2,-40.650000000000006,1,4,6,-328.63,0
409951832.0,0,48,-16313.2,0,0,1,-24.57,4,1,18,-1511.99,3,4,2,-78.25,0
410360564.0,0,42,6268.95,5,2,10,-1064.13,0,1,4,-67.94,1,1,9,-383.25,2
410872340.0,0,26,18094.73,1,1,7,24.090000000000003,4,7,3,-205.54,0,5,2,-163.97,1
411180424.0,2,14,-1384.8799999999999,4,4,3,-167.1,4,10,3,-239.83999999999997,0,7,3,-184.74,1
411628100.0,0,27,19020.96,1,0,14,-648.37,0,0,18,-691.65,2,0,17,-932.47,2
414150661.0,1,9,589.23,4,4,4,-154.54000000000002,4,7,2,-77.09,0,1,7,134.82999999999998,0
414259851.0,0,21,-7779.24,0,1,8,-642.47,4,8,3,-252.18,0,9,3,-266.0,1
414568641.0,0,52,10663.61,5,2,13,-1119.13,0,10,1,-86.99,0,7,3,-208.99,1
415441473.0,0,33,-8242.02,0,3,9,-323.9,4,1,3,-97.8,1,1,6,-541.28,0
417749255.0,0,40,27212.1,1,0,8,-362.51000000000005,4,0,7,-73.36,1,1,8,-209.32999999999998,0
417959696.0,0,28,-6639.76,0,7,2,-248.5,1,1,5,-116.51,1,9,2,-13.97,1
418345351.0,0,34,27848.25,1,0,14,-402.96999999999997,0,0,16,-656.14,2,0,23,-858.4300000000001,3
419127595.0,3,6,-856.65,3,4,1,-129.97,4,0,2,-361.47,1,5,3,-337.05,1
421212446.0,0,26,-9592.24,0,1,8,-160.43,4,1,11,-1120.72,2,2,7,-265.40999999999997,0
421573978.0,6,16,-995.88,3,0,3,-113.91,4,0,6,-772.48,1,8,6,-822.97,1
422294064.0,0,25,-7154.77,0,0,11,-370.16999999999996,0,0,9,-294.29,2,0,14,-686.35,2
425057237.0,4,14,110.06,3,1,3,-195.47,4,6,1,-18.53,5,2,4,-145.42000000000002,0
425388651.0,0,13,387.14,4,0,9,-261.73,0,7,1,-25.98,0,7,1,-149.97,1
425858125.0,0,41,18587.640000000003,1,0,12,-386.24,0,0,10,-279.34000000000003,2,0,9,-224.27,2
426570078.0,0,46,11158.82,5,3,3,-155.97,4,3,10,-904.81,2,1,2,-220.69,0
426836146.0,11,3,-44.97,2,3,2,-144.67000000000002,4,0,1,-22.93,1,2,3,-104.38,0
427017772.0,3,9,-277.43,3,1,3,-744.8299999999999,4,0,9,-850.38,2,1,23,-1466.9099999999999,3
427901346.0,0,19,-9528.97,0,0,4,-384.54,4,3,4,-296.8,5,3,5,-182.89999999999998,0
429283631.0,0,35,17141.31,1,0,10,-362.12,0,0,7,-141.56,1,0,9,-202.47,2
432603176.0,0,27,-6201.82,0,0,6,-234.67,4,1,8,-313.45,1,0,8,-315.26,2
432733129.0,0,23,-11750.12,0,0,7,-445.28999999999996,4,2,4,-212.64,1,1,4,-54.22,0
433119856.0,0,45,11190.3,5,0,9,-774.72,0,1,4,-132.37,1,8,3,-261.74,1
433254392.0,0,33,19602.56,1,1,20,-276.23,0,0,19,-331.33,2,0,14,-282.63,2
433800571.0,0,18,98.85000000000001,4,0,23,-4212.71,2,3,18,-3095.05,3,1,5,-438.67,0
434441889.0,0,35,-6181.22,0,0,17,-234.79000000000002,0,0,23,-675.89,3,0,19,-1074.84,3
434955588.0,0,5,-118.77000000000001,4,0,9,-777.41,0,1,7,-173.29,1,3,5,-290.11,0
435336329.0,0,41,-1115.17,5,1,7,-219.10999999999999,4,11,2,-157.66,0,0,2,-92.71,0
436559389.0,0,20,19483.85,1,0,9,-208.93,0,0,7,-233.94,1,0,10,-388.93,2
436684166.0,0,32,-6612.19,0,6,3,-140.94,1,0,10,-885.3,2,0,5,-876.09,0
436851858.0,0,26,-6898.3,0,0,3,-189.29000000000002,4,3,2,-166.42000000000002,5,7,2,-150.47,1
438340622.0,2,15,-936.8699999999999,4,0,4,-337.03999999999996,4,1,3,-262.21000000000004,1,6,2,-156.20999999999998,1
438753109.0,0,22,-10281.39,0,2,4,-299.52,4,1,7,-299.31,1,0,2,-99.49,0
439885435.0,2,35,-918.6700000000001,0,3,4,-306.55,4,2,2,-21.990000000000002,1,2,5,-564.3299999999999,0
442063475.0,0,38,24288.9,1,1,4,-136.02,4,0,6,-182.62,1,0,7,-433.01,0
445223792.0,0,22,-13282.18,0,8,2,-133.76,1,2,2,-129.64000000000001,1,1,1,-45.17,0
447167881.0,2,5,-136.6,3,1,3,-155.75,4,3,3,-196.50000000000003,5,4,3,-57.2,0
449954592.0,0,24,-10033.23,0,0,23,-1546.66,2,0,13,-488.17,2,0,7,-261.34000000000003,0
450758381.0,0,44,9590.829999999998,5,3,1,-61.61,4,7,1,-129.62,0,0,4,-378.63,0
450904789.0,0,23,-6733.9,0,2,3,-119.86,4,6,1,-22.0,5,1,13,-970.99,2
451627837.0,0,25,-7362.25,0,0,3,-230.7,4,2,9,-809.18,2,0,4,-198.0,0
451894789.0,0,23,-12659.16,0,1,11,-972.52,0,0,5,-539.27,1,0,7,211.87,0
451924639.0,0,22,21807.2,1,0,8,-413.83,4,0,13,-506.78000000000003,2,0,13,-781.17,2
451969321.0,11,3,-167.69,2,0,2,-123.02000000000001,4,9,7,-1093.3,0,2,2,-97.8,0
452903235.0,0,45,10722.46,5,4,15,-1802.43,2,1,4,-318.63,1,2,10,-1141.79,2
454527149.0,0,33,12466.04,5,1,2,-14.51,4,0,15,-1337.56,3,2,8,-259.03999999999996,0
455951719.0,0,32,18476.17,1,0,20,-636.9,0,0,19,-1933.33,3,0,7,-307.40999999999997,0
456098911.0,0,28,-8984.54,0,0,6,-374.64,4,7,1,-19.97,0,2,4,-157.82,0
456243902.0,0,32,14549.680000000002,1,9,1,-111.97,1,1,6,-296.52,1,2,5,-99.92,0
456524383.0,0,45,24588.05,1,0,10,-313.29,0,0,8,-213.71,1,0,7,-102.94,0
456592475.0,0,30,8468.02,5,3,1,-10.33,4,0,2,-57.790000000000006,1,1,3,-44.38,0
457412981.0,2,14,621.82,4,2,5,-284.9,4,0,13,-1003.8199999999999,2,3,6,-268.9,0
458332716.0,0,8,-327.43,4,5,3,-208.87,1,3,3,-261.27,5,3,3,294.87,0
458477724.0,0,39,-9263.74,0,0,16,-672.61,0,0,24,-1004.39,3,0,11,-89.65,2
458691529.0,0,57,12045.47,5,0,17,-736.87,0,0,17,-468.35,2,0,14,-673.87,2
459397986.0,0,41,6160.62,5,3,2,-309.01,4,6,1,-5.0,5,5,3,-127.01,1
460317962.0,0,8,70.49,4,2,5,-111.33,4,6,9,-777.34,5,0,3,123.61000000000001,0
461915650.0,0,36,23762.86,1,0,6,-502.11,4,0,4,-329.69,1,1,3,-220.35000000000002,0
462596616.0,0,5,-79.89,4,0,19,-1701.22,2,3,9,-569.09,2,1,7,-152.83,0
463261831.0,0,20,598.28,4,0,10,-289.84000000000003,0,0,11,-367.94,2,0,10,-308.33,2
463285508.0,0,31,15817.03,1,9,5,-81.08,1,7,3,-61.62,0,7,4,-377.95,1
463438169.0,0,46,15180.61,5,0,5,-204.07999999999998,4,0,10,-706.93,2,4,9,-225.06,0
465077357.0,0,17,-7648.58,4,2,2,-64.24,4,0,3,1098.27,1,8,1,-32.32,1
465646206.0,0,26,-7103.5,0,0,7,-436.24,4,0,7,-1303.78,2,1,3,-1284.41,0
466891892.0,0,25,-9928.61,0,10,9,-1166.98,1,1,7,-883.38,2,1,2,-235.54999999999998,0
467378955.0,0,28,-662.46,0,0,13,-960.6899999999999,0,1,5,-209.46,1,11,1,-42.0,1
467782191.0,0,33,15014.69,1,3,3,-268.15999999999997,4,3,2,-253.67000000000002,5,2,7,-509.41999999999996,0
468165990.0,2,14,-1884.86,4,2,9,-360.74,4,1,6,-261.92,1,0,3,-398.74,0
470694108.0,0,29,-6768.49,0,0,14,-545.84,0,0,14,-319.99,2,0,16,-599.62,2
473087516.0,0,28,19834.72,1,0,8,-606.25,0,0,8,-284.15999999999997,1,0,8,-466.91,2
473307532.0,0,19,-16525.01,0,4,3,-120.58,4,5,2,-116.86,5,0,1,-34.31,0
473930460.0,0,10,-348.52000000000004,4,2,7,-214.55,4,4,3,-164.45,5,0,10,-538.51,2
475193725.0,0,34,18264.850000000002,1,6,5,-274.7,1,0,7,-207.85000000000002,1,3,8,-497.75,0
476009885.0,0,28,-12232.43,0,6,1,-27.21,1,1,4,-233.75,1,3,3,-122.7,0
476359535.0,0,28,-2066.18,0,2,5,-178.42,4,5,7,-565.82,5,0,11,-666.1999999999999,2
478188116.0,0,39,7905.95,5,5,6,-380.41999999999996,1,0,17,-982.37,2,3,9,-588.96,2
478421917.0,0,37,26126.0,1,4,4,-175.87,4,1,11,-1108.6599999999999,2,0,8,-559.04,2
479066340.0,0,20,-10531.96,0,6,2,-82.50999999999999,1,3,11,-1105.54,2,1,7,-195.91,0
480072132.0,0,12,-412.31,4,0,19,-927.04,0,0,14,-467.8,2,0,12,-530.1999999999999,2
480358103.0,0,48,11566.05,5,1,25,-2698.65,2,5,7,-263.58,5,0,2,-85.11,0
480382676.0,0,16,-590.03,4,0,13,-702.13,0,0,13,-864.35,2,0,11,-340.87,2
482037432.0,5,21,-2491.82,3,2,3,-264.1,4,1,16,-2397.48,3,6,4,-63.080000000000005,1
483897334.0,0,35,11905.119999999999,5,9,1,-49.99,1,4,6,-446.58,5,2,5,-88.42,0
484688392.0,0,43,12493.929999999998,5,0,8,-692.04,0,4,6,-277.46000000000004,5,0,6,-397.36,0
484935293.0,0,40,-16409.09,0,8,1,-32.88,1,5,3,-74.31,5,11,1,-69.98,1
486479817.0,0,22,-7354.04,0,0,12,-526.9399999999999,0,0,13,-903.04,2,2,24,-1984.2,3
488365875.0,0,31,17143.649999999998,1,0,15,-613.5,0,0,8,-268.5,1,1,32,-3787.81,3
488891796.0,0,42,19173.64,1,0,13,-500.1,0,0,13,-562.3,2,0,10,-495.35,2
489205734.0,0,29,22958.58,1,0,14,-462.78,0,0,13,-370.06,2,0,17,-811.24,2
490037044.0,0,36,31589.86,1,1,5,-182.66,4,7,3,-243.2,0,4,2,-106.57,0
491785223.0,0,35,10670.38,5,2,5,-39.86,4,1,3,-210.95,1,1,6,-246.71,0
492544253.0,0,43,13562.71,5,0,10,-934.7,0,2,6,-363.9,1,0,3,-96.7,0
492565198.0,0,24,-7563.35,0,2,4,-225.47,4,0,5,-541.37,1,8,1,-135.74,1
492856270.0,0,21,-12073.89,0,4,3,-96.88,4,1,8,-438.01,2,1,7,-378.11,0
496171351.0,0,36,17657.410000000003,1,3,5,-277.58000000000004,4,1,9,-943.66,2,0,10,-752.9200000000001,2
496800774.0,0,34,31552.43,1,0,10,-188.1,0,4,3,-169.46,5,7,2,-62.96,1
498546152.0,0,35,-8811.14,0,0,1,-56.35,4,2,5,-174.89,1,1,2,-96.81,0
500867383.0,0,41,7233.96,5,11,1,-21.97,1,4,4,-166.22,5,7,2,-70.92,1
500910515.0,0,31,-9946.78,0,7,13,-1350.32,1,1,2,-138.82,1,4,2,-201.85000000000002,0
500966899.0,0,40,12227.05,5,0,11,-889.16,0,2,1,-23.04,1,0,4,-803.1,0
502667038.0,0,23,19369.79,1,0,12,-252.38,0,0,10,-460.40999999999997,2,0,16,-1138.0,2
504163037.0,0,9,-355.49,4,0,6,-324.36,4,0,6,-443.27,1,0,7,-343.7,0
504196643.0,4,14,-1658.78,3,0,4,-1576.98,4,1,4,-107.36000000000001,1,2,3,-174.68,0
504197034.0,0,24,-8144.35,0,2,15,-86.78999999999999,0,1,10,-658.69,2,1,6,-548.37,0
504253750.0,6,10,-356.88,3,0,15,-2460.82,2,1,6,-542.78,1,2,2,-158.67,0
504631289.0,0,27,-11401.11,0,1,13,-577.42,0,0,7,-345.83,1,0,7,-403.64,0
505768962.0,10,5,-518.01,2,10,3,-119.99,1,10,3,-97.04,0,1,2,-314.35,0
507715740.0,0,20,-205.32,4,0,2,-106.98,4,0,18,-2517.77,3,9,1,-31.64,1
507931367.0,2,7,-372.71999999999997,3,3,4,-188.79999999999998,4,0,26,-3475.38,3,1,13,-349.21000000000004,2
508282617.0,0,24,-11805.869999999999,0,11,1,-5.3,1,1,7,-123.25,1,5,5,-341.98,1
508417291.0,0,35,13247.78,5,1,5,-202.71,4,0,6,-377.49,1,5,5,-289.07,1
508805623.0,3,5,-121.74000000000001,3,1,4,-216.13,4,1,7,-312.36,1,0,19,-2296.39,3
509842353.0,0,27,-14454.21,0,0,8,-428.66999999999996,4,3,15,-1512.82,3,6,2,-174.31,1
512240224.0,0,20,-7546.97,0,0,1,-59.93,4,0,7,-414.19,1,2,6,-265.73,0
512493578.0,1,8,-638.99,4,0,5,-358.2,4,1,6,273.73999999999995,1,6,4,-178.88,1
512652539.0,3,10,-145.4,3,6,4,-142.05,1,6,2,-54.37,5,2,3,-194.15,0
513468437.0,0,17,-451.05,4,0,21,-988.0500000000001,2,0,16,-337.7,2,0,17,-654.39,2
513568108.0,6,8,-277.6,3,1,2,-70.5,4,3,2,-65.69999999999999,5,9,2,-172.21,1
513804828.0,2,14,-195.39000000000001,4,5,8,-1159.55,4,2,16,-2586.09,3,4,2,62.22,0
514258048.0,0,26,-2716.17,0,3,16,-2354.56,2,2,21,-2311.22,3,0,15,-1400.8,3
515694595.0,0,32,6045.1,5,6,1,-156.09,1,0,2,-72.52000000000001,1,7,3,-362.44,1
516840555.0,0,29,8355.63,5,2,11,-1584.1699999999998,0,5,3,-286.1,5,1,3,-81.69,0
517389551.0,2,3,-231.91000000000003,3,9,1,-110.6,1,0,1,-43.46,1,9,1,-15.98,1
517686272.0,0,26,-6676.13,0,0,23,-2599.64,2,0,7,-79.12,1,0,27,-1831.11,3
518106180.0,4,14,-313.61,3,2,8,-356.44,4,0,11,-256.41,2,0,13,-6073.63,4
518240479.0,2,12,-486.01,4,0,4,-189.79000000000002,4,0,12,-1620.2400000000002,3,0,6,-385.38,0
518746052.0,0,56,20708.219999999998,5,0,19,-398.6,0,0,12,-244.87,2,0,24,-472.93,3
519439512.0,0,14,-9482.88,4,1,6,1420.89,4,1,1,-40.04,1,1,7,2018.45,5
519598586.0,0,43,7242.219999999999,5,1,21,-1354.33,2,0,7,-237.81,1,1,3,-80.25999999999999,0
520038221.0,0,20,-1048.11,4,0,11,-659.86,0,0,10,-651.31,2,0,10,-362.26,2
521538348.0,0,22,-12909.5,0,0,7,-459.52,4,0,4,-133.24,1,1,3,-154.07,0
521903290.0,0,35,10465.45,5,6,13,-1417.57,0,7,2,-14.9,0,6,5,-199.05,1
522448873.0,0,32,-8083.8,0,1,3,-180.47,4,2,9,-722.5899999999999,2,2,9,-452.71,2
523503688.0,2,27,-1523.24,0,7,10,-1370.66,1,5,2,-37.99,5,0,15,-1261.06,2
525460691.0,0,15,1071.34,4,2,5,-255.98000000000002,4,0,9,-377.57,2,4,4,-305.26,0
526566398.0,0,26,-12046.02,0,0,10,-872.22,0,4,5,-322.46,5,1,6,-248.01,0
526828764.0,0,32,19607.83,1,0,23,-729.44,2,0,17,-557.52,2,0,17,-389.99,2
527375874.0,0,28,22709.68,1,1,5,-9415.88,5,3,4,-279.51,5,6,2,-267.29,1
529096245.0,0,36,33049.88,1,1,6,-661.12,4,0,6,-163.77,1,1,6,-383.21000000000004,0
530401552.0,5,5,-114.19999999999999,3,0,3,-103.69,4,2,3,-209.95999999999998,1,10,1,-46.42,1
531504751.0,0,51,15507.720000000003,5,0,21,-2181.08,2,1,4,-121.03999999999999,1,9,11,-616.44,1
532775898.0,0,23,-13717.16,0,2,3,-200.56,4,1,3,-216.95,1,8,1,-129.88,1
533241429.0,3,17,-850.46,3,1,19,-1004.5,2,0,14,-1095.68,2,1,43,-2491.76,3
533804363.0,0,43,14841.77,5,0,6,-221.11,4,0,10,-245.77,2,0,9,-384.07,2
533956091.0,0,22,-7211.92,0,0,11,-5720.51,5,2,6,-243.03,1,1,7,-208.29,0
534657751.0,6,8,-922.51,3,3,4,-1278.9,4,0,2,-68.14,1,2,2,-86.81,0
534823079.0,0,20,610.75,4,3,4,-299.53,4,1,8,-250.9,1,1,12,-695.83,2
535489388.0,0,9,-370.40999999999997,4,2,2,-85.06,4,1,1,-48.25,1,3,3,-180.98000000000002,0
536654211.0,0,38,16115.8,5,0,12,-546.53,0,0,13,-571.36,2,0,8,-238.62,0
536680948.0,0,17,-470.35,4,2,7,-157.99,4,1,9,-108.47,1,1,12,-778.71,2
536797290.0,0,28,18834.05,1,3,7,-315.04,4,2,3,-35.0,1,0,16,-1567.94,3
538090189.0,0,34,-14908.18,0,0,9,-905.5,0,4,8,-764.32,5,2,5,-305.53,0
538212119.0,0,39,9024.21,5,10,1,-183.02,1,7,2,-372.91999999999996,0,3,2,-166.09,0
538231250.0,0,22,39572.73,1,0,6,-355.24,4,1,11,-2275.19,3,0,8,-454.88,2
538329511.0,0,42,22580.89,1,4,3,-210.5,4,0,10,-390.12,2,0,4,-216.22,0
539699725.0,0,19,-1056.53,4,3,9,-430.64,4,3,3,-54.519999999999996,5,8,2,-83.45,1
541437105.0,0,30,22152.96,1,0,16,-493.77,0,0,23,-1099.5,3,0,22,-624.48,2
541453448.0,0,19,-842.49,4,1,9,-401.88,0,0,9,-335.14,2,3,4,-208.97,0
541515079.0,0,17,-359.62,4,0,15,-1238.17,0,0,9,-299.95,2,0,11,-349.34,2
542482841.0,0,23,-7976.84,0,0,4,-97.03999999999999,4,5,2,-72.96,5,3,2,-100.35,0
542959922.0,0,34,15353.94,1,2,17,-2390.58,2,0,6,-263.7,1,2,2,-83.62,0
543063519.0,0,28,18477.99,1,0,7,-270.73,4,0,8,-269.7,1,0,10,-368.17,2
545333793.0,0,38,16945.75,1,0,18,-1421.51,2,0,7,-160.23,1,0,10,-267.2,2
